date_created,Concept,movement_number,reference,amount
28/01/2022,Cobro,860915664,155423899,7001623.99
07/07/2022,Costo de PayDay,871276899,146493079,7774178.83
12/04/2022,Retención Impuesto a la fuente,838414384,152782183,13166305.34
22/02/2022,Retención Impuesto a la fuente,888328669,146648796,1870973.54
23/06/2022,Retención Impuesto a la industria y comercio,873153910,164630153,13259260.11
30/03/2022,Costo de PayDay,870327679,165541870,7190508.5
23/05/2022,Cobro,846404462,159316954,13719624.44
12/06/2022,Costo de PayDay,887988801,165039726,1336835.72
17/05/2022,Retención Impuesto al Valor Agregado,867847574,160900713,12386903.51
03/07/2022,Costo de PayDay,889308547,156293077,7065405.01
16/05/2022,Retención Impuesto a la industria y comercio,866499962,158482352,3638404.69
21/03/2022,Retención Impuesto al Valor Agregado,860871659,155174581,12403516.64
07/04/2022,Retención Impuesto a la industria y comercio,851581710,156380392,7500910.12
03/02/2022,Retención Impuesto al Valor Agregado,865345819,166734992,2312681.47
30/04/2022,Cobro,891030491,143544019,7230162.11
15/04/2022,Costo de PayDay,890134699,155802861,7605436.91
08/03/2022,Retención Impuesto al Valor Agregado,833846780,154065636,11836409.25
09/05/2022,Cobro,865555935,145936082,5741151.5
03/06/2022,Retención Impuesto a la fuente,884385009,154845676,12564004.55
03/01/2022,Retención Impuesto a la fuente,860515104,156981837,9453627.84
14/04/2022,Retención Impuesto a la industria y comercio,855529670,143368216,3003969.59
03/01/2022,Retención Impuesto a la fuente,873016581,163558918,3943943.71
30/06/2022,Cobro,832922834,143515177,11747490.97
05/03/2022,Retención Impuesto a la fuente,885220302,166402130,14308132.6
16/01/2022,Retención Impuesto al Valor Agregado,853487736,161675268,3722245.22
26/06/2022,Retención Impuesto a la fuente,861693867,156288676,12825052.7
02/02/2022,Retención Impuesto a la fuente,874622931,146540059,4673955.71
24/03/2022,Cobro,867684612,153858638,14444797.4
05/01/2022,Cobro,834819120,150216113,13707221.42
08/05/2022,Cobro,857974206,167242157,8776919.46
05/01/2022,Retención Impuesto al Valor Agregado,840467446,148141013,10418108.59
18/04/2022,Retención Impuesto a la industria y comercio,865680420,147886783,3569421.04
14/02/2022,Retención Impuesto a la industria y comercio,848634668,160269146,3643498.21
10/02/2022,Costo de PayDay,886997073,155434868,11979928.71
21/07/2022,Retención Impuesto a la fuente,855138600,154985038,10225462.51
13/04/2022,Cobro,858270822,144983509,11984021.05
07/07/2022,Retención Impuesto al Valor Agregado,866651532,155248955,12501828.58
20/03/2022,Cobro,870583965,164632677,1620937.91
06/05/2022,Retención Impuesto al Valor Agregado,881372323,151994746,12689910.7
25/02/2022,Retención Impuesto a la fuente,878478499,148474397,9444277.95
04/03/2022,Cobro,846911832,148217949,7808641.06
25/01/2022,Costo de PayDay,863222473,151972750,6774008.86
02/04/2022,Cobro,879851419,149627562,8708157.4
17/07/2022,Retención Impuesto a la industria y comercio,867901642,149667925,1305351.45
25/06/2022,Cobro,837786649,145796457,10260164.86
06/05/2022,Retención Impuesto a la fuente,888383274,153102863,11954068.43
20/02/2022,Retención Impuesto al Valor Agregado,881196655,155418994,8222109.58
01/04/2022,Retención Impuesto al Valor Agregado,840156011,165480697,10221030.78
15/06/2022,Cobro,884659833,145758706,14594221.63
29/07/2022,Cobro,866399297,144052945,8131702.99
25/06/2022,Costo de PayDay,888491398,152675856,823190.22
21/02/2022,Cobro,850278817,151095431,1638460.15
19/05/2022,Costo de PayDay,877251029,165264763,5078039.39
07/02/2022,Retención Impuesto a la fuente,865787899,151988432,14033402.0
04/01/2022,Retención Impuesto al Valor Agregado,845706082,143931495,205934.12
05/04/2022,Costo de PayDay,839829023,162650125,4563014.0
12/04/2022,Retención Impuesto a la industria y comercio,886857605,157036214,2888959.84
01/03/2022,Retención Impuesto a la fuente,885211771,166688940,4507849.73
20/02/2022,Retención Impuesto a la fuente,876519314,166032387,4023229.35
17/07/2022,Retención Impuesto al Valor Agregado,878291033,147440392,2760575.22
10/03/2022,Cobro,842095328,157604907,7097574.91
10/02/2022,Retención Impuesto a la fuente,850528940,149407536,14391519.54
24/02/2022,Retención Impuesto a la industria y comercio,846146938,166063250,3584485.71
22/04/2022,Retención Impuesto a la industria y comercio,862195799,152701215,13187393.98
07/06/2022,Costo de PayDay,848632148,153132674,7698185.52
16/05/2022,Costo de PayDay,877081031,165436471,10383556.67
25/05/2022,Retención Impuesto a la fuente,850229180,153038813,10325809.29
24/02/2022,Cobro,838264186,155966227,3655584.71
21/01/2022,Retención Impuesto al Valor Agregado,883763596,163571585,8641264.42
26/01/2022,Cobro,848080165,148002329,14051532.51
10/04/2022,Retención Impuesto a la industria y comercio,855907639,151247776,8458623.83
18/03/2022,Retención Impuesto a la industria y comercio,842386336,149545234,3267814.72
28/02/2022,Retención Impuesto a la industria y comercio,855037252,166557774,1620803.69
12/02/2022,Retención Impuesto a la fuente,867627463,156667577,11541891.55
25/04/2022,Costo de PayDay,858526278,143402011,8851755.83
17/05/2022,Retención Impuesto a la fuente,865456850,144732387,3178758.04
07/06/2022,Retención Impuesto a la industria y comercio,847934093,164043960,12492678.92
24/07/2022,Retención Impuesto al Valor Agregado,838788525,166966239,10133853.72
10/07/2022,Retención Impuesto a la industria y comercio,848769973,162929670,12254260.89
18/02/2022,Costo de PayDay,887696593,162121544,11689083.69
06/07/2022,Retención Impuesto a la fuente,877677973,157356214,8138635.44
07/04/2022,Costo de PayDay,849289905,153856883,10857187.5
22/03/2022,Retención Impuesto a la industria y comercio,850627294,149657408,11417959.54
06/02/2022,Cobro,867066644,166587865,3348191.2
09/07/2022,Cobro,855653179,161398156,12568486.08
05/07/2022,Costo de PayDay,889258080,156790162,8601074.63
04/03/2022,Retención Impuesto al Valor Agregado,880581523,145001710,10936145.56
25/06/2022,Cobro,891641011,146069989,1194222.1
29/07/2022,Retención Impuesto a la fuente,864385690,158369390,6776552.41
02/04/2022,Retención Impuesto a la fuente,859100732,145479842,14402889.53
22/01/2022,Retención Impuesto al Valor Agregado,851022729,160564763,5658296.88
19/01/2022,Retención Impuesto al Valor Agregado,859355959,146675242,3025024.25
21/02/2022,Retención Impuesto al Valor Agregado,834920930,143886835,2398149.5
14/04/2022,Retención Impuesto al Valor Agregado,834395996,158628764,694526.95
24/05/2022,Costo de PayDay,847264083,157779491,7214145.28
26/04/2022,Retención Impuesto a la industria y comercio,850080302,154474426,1479598.34
29/04/2022,Cobro,873257181,166173770,1974026.5
04/07/2022,Retención Impuesto a la industria y comercio,889210051,158027775,746984.6
23/07/2022,Retención Impuesto a la industria y comercio,871331440,151897893,3763453.41
05/07/2022,Cobro,840006800,154226125,10504586.57
04/04/2022,Retención Impuesto a la industria y comercio,867077125,147569915,5961888.84
10/02/2022,Retención Impuesto al Valor Agregado,863490248,156247210,2410887.15
20/05/2022,Cobro,833179804,156812336,4043254.45
10/04/2022,Retención Impuesto a la fuente,845728554,156771904,10781467.39
11/06/2022,Retención Impuesto a la industria y comercio,888274487,149981094,14253968.83
09/03/2022,Retención Impuesto al Valor Agregado,885199926,158284404,282669.53
22/07/2022,Retención Impuesto a la fuente,887042895,164082004,8508845.66
08/04/2022,Cobro,863000554,148404012,13344531.25
23/04/2022,Cobro,880171220,157840797,2190400.85
14/05/2022,Cobro,886409741,151151299,8924110.86
03/06/2022,Retención Impuesto al Valor Agregado,853308152,158439702,4077909.29
18/07/2022,Retención Impuesto a la fuente,839766147,160480086,4115892.82
17/03/2022,Retención Impuesto a la fuente,861537272,148413382,12081561.0
11/04/2022,Costo de PayDay,878290583,152354985,14015398.95
21/06/2022,Retención Impuesto a la fuente,886074982,161029494,7232539.18
15/03/2022,Retención Impuesto a la fuente,842362197,149498360,6937041.99
07/01/2022,Retención Impuesto a la fuente,870045902,144534188,5611467.75
17/06/2022,Retención Impuesto al Valor Agregado,873929175,150554408,13947788.64
28/06/2022,Costo de PayDay,872646354,160518799,4672645.76
14/06/2022,Retención Impuesto a la industria y comercio,879681679,159823741,5688929.13
04/05/2022,Retención Impuesto a la fuente,853890672,164312993,13949973.07
14/01/2022,Costo de PayDay,849646711,165426095,11184091.17
13/04/2022,Cobro,837108344,143357707,1276174.94
05/01/2022,Costo de PayDay,858748294,164726801,14098192.92
04/06/2022,Retención Impuesto a la fuente,846679042,164411454,6742055.15
19/06/2022,Costo de PayDay,869889665,166207491,5574437.08
10/06/2022,Retención Impuesto a la industria y comercio,879308755,145928350,12143087.82
04/04/2022,Retención Impuesto a la industria y comercio,885551937,153945039,7230908.7
28/03/2022,Costo de PayDay,867115802,148562289,12615959.42
03/07/2022,Cobro,891475600,155558721,1928241.25
21/03/2022,Retención Impuesto a la fuente,867586299,158182934,13708499.46
22/06/2022,Cobro,863702392,143493846,9162294.43
05/01/2022,Costo de PayDay,874499619,157694924,12046030.83
01/06/2022,Retención Impuesto al Valor Agregado,877998273,147740696,4043684.15
06/04/2022,Retención Impuesto a la industria y comercio,880657480,163320603,11421929.47
18/04/2022,Retención Impuesto a la industria y comercio,847099239,151000468,2575942.83
22/05/2022,Retención Impuesto al Valor Agregado,888196293,148411354,2813036.27
27/07/2022,Retención Impuesto a la fuente,874950272,153097621,14742989.97
11/03/2022,Retención Impuesto al Valor Agregado,853270324,157795575,11005690.88
14/06/2022,Retención Impuesto a la industria y comercio,878580890,148343909,4925847.57
08/05/2022,Retención Impuesto a la industria y comercio,882963536,154198706,7259028.46
24/05/2022,Retención Impuesto al Valor Agregado,871179258,164367740,973856.65
01/02/2022,Retención Impuesto a la fuente,838343502,153582573,10561636.62
06/03/2022,Retención Impuesto a la industria y comercio,870056631,159947532,4235926.01
28/07/2022,Costo de PayDay,848897389,151570766,9332887.05
21/06/2022,Costo de PayDay,892370316,166832624,14489872.54
10/07/2022,Retención Impuesto a la industria y comercio,834895816,149069832,12069387.46
16/06/2022,Retención Impuesto a la industria y comercio,869097510,144351678,8868945.43
01/03/2022,Retención Impuesto a la fuente,844342295,144680346,9807159.26
17/07/2022,Retención Impuesto a la fuente,835970349,152314722,3095994.43
24/05/2022,Costo de PayDay,858823291,149448675,10872453.54
28/03/2022,Retención Impuesto al Valor Agregado,843484790,151636238,9846307.68
31/05/2022,Retención Impuesto al Valor Agregado,837552791,154140838,252930.63
20/07/2022,Cobro,875991400,159831186,13391355.0
03/06/2022,Retención Impuesto al Valor Agregado,881504661,147698912,3932431.81
22/07/2022,Costo de PayDay,861462535,153584930,2343968.76
15/03/2022,Cobro,845541648,153233154,13247593.22
18/05/2022,Retención Impuesto a la fuente,845378818,164449105,3105530.62
14/04/2022,Cobro,832952913,147724887,11165866.49
16/04/2022,Cobro,855182367,158808671,9615353.59
09/03/2022,Costo de PayDay,835308636,148492976,536336.62
02/04/2022,Retención Impuesto a la industria y comercio,839664968,150285961,9686339.92
03/02/2022,Retención Impuesto a la fuente,845587381,143440660,9468446.64
13/06/2022,Retención Impuesto al Valor Agregado,887536681,161654705,973651.24
11/04/2022,Cobro,870350679,159759650,14123235.54
08/03/2022,Retención Impuesto al Valor Agregado,866428951,156139077,13550208.18
10/05/2022,Retención Impuesto a la industria y comercio,886757098,159812474,45321.72
30/06/2022,Retención Impuesto a la industria y comercio,857782297,155297931,11109529.91
03/07/2022,Cobro,835807920,151712500,7043971.18
03/03/2022,Costo de PayDay,876158435,147343840,10099919.72
10/04/2022,Retención Impuesto al Valor Agregado,874571094,144380098,8657880.41
25/01/2022,Retención Impuesto al Valor Agregado,881087106,148466253,5093395.96
19/02/2022,Retención Impuesto a la fuente,873603925,157137799,7084901.84
12/01/2022,Retención Impuesto a la industria y comercio,884052431,163768146,8764804.07
06/03/2022,Retención Impuesto al Valor Agregado,834249954,145927955,10077558.12
18/06/2022,Costo de PayDay,876567371,148545443,582100.56
19/05/2022,Retención Impuesto al Valor Agregado,850316340,153997601,12323502.26
29/07/2022,Retención Impuesto a la industria y comercio,874243201,163346078,2171513.77
01/04/2022,Retención Impuesto a la fuente,874511585,163440189,4695602.39
02/07/2022,Retención Impuesto a la industria y comercio,878707798,156639390,13404328.11
28/07/2022,Retención Impuesto a la fuente,837445973,151505359,1987439.3
12/04/2022,Retención Impuesto a la fuente,871071231,161568357,5962015.01
17/03/2022,Retención Impuesto a la industria y comercio,838033108,165509231,353294.89
08/02/2022,Retención Impuesto a la industria y comercio,885812218,157961235,3504764.89
22/06/2022,Costo de PayDay,880791445,158683527,8001487.03
16/05/2022,Cobro,857587311,145042481,12593015.39
30/05/2022,Retención Impuesto a la industria y comercio,855029361,157955572,12277521.89
17/06/2022,Cobro,853794321,146110336,7480611.09
02/02/2022,Cobro,867184191,152459974,9113132.38
08/05/2022,Retención Impuesto al Valor Agregado,875203308,165598830,13098997.57
05/05/2022,Cobro,890779139,149927631,7687224.57
21/04/2022,Retención Impuesto a la industria y comercio,847461103,162750605,877613.48
10/06/2022,Costo de PayDay,839098720,155785664,10412525.24
17/02/2022,Retención Impuesto a la fuente,859671843,143835360,10802817.77
19/02/2022,Retención Impuesto a la fuente,865103160,160038425,13403510.75
02/07/2022,Retención Impuesto al Valor Agregado,870717704,154878734,2552546.63
19/04/2022,Costo de PayDay,891805368,166475039,820874.31
27/03/2022,Cobro,843388687,155989756,8209757.94
27/05/2022,Retención Impuesto a la fuente,853016588,162544209,6764403.94
27/07/2022,Retención Impuesto al Valor Agregado,854939744,165727390,1259659.35
12/04/2022,Costo de PayDay,839507685,156684807,582562.98
08/03/2022,Cobro,868121128,166861197,6484496.0
25/05/2022,Retención Impuesto a la industria y comercio,881314028,157547055,2783301.09
23/05/2022,Retención Impuesto a la industria y comercio,881732618,164992732,1850978.25
10/03/2022,Retención Impuesto al Valor Agregado,881917064,155843809,6794540.42
20/02/2022,Retención Impuesto al Valor Agregado,838555973,151693252,7559674.45
29/07/2022,Cobro,891609706,164786837,10609558.33
06/05/2022,Retención Impuesto a la fuente,864613072,143818895,5826774.24
21/02/2022,Retención Impuesto a la fuente,850664566,157714583,13136772.39
12/06/2022,Cobro,868996830,150042992,9160218.77
04/03/2022,Retención Impuesto al Valor Agregado,847639852,164925834,2840964.22
06/02/2022,Retención Impuesto a la fuente,888970673,154846174,6742269.54
07/06/2022,Costo de PayDay,846921169,152204905,14474574.63
07/04/2022,Costo de PayDay,855952060,160146438,7105672.75
28/05/2022,Costo de PayDay,848299197,153478996,5318334.5
09/01/2022,Cobro,875659717,148468167,7232506.36
08/01/2022,Retención Impuesto a la industria y comercio,873202474,161881298,4864832.6
11/06/2022,Cobro,857740896,154995045,7516768.6
25/05/2022,Cobro,844855019,152824046,13083663.79
26/01/2022,Retención Impuesto al Valor Agregado,885571115,160402712,14703937.18
03/03/2022,Retención Impuesto a la fuente,883907395,167047654,9198367.2
19/01/2022,Cobro,851808711,163032857,326187.1
07/01/2022,Costo de PayDay,862476924,160319249,113047.01
13/05/2022,Costo de PayDay,865848673,165051142,8621462.04
06/04/2022,Cobro,861347658,149672135,8773019.32
29/04/2022,Cobro,856004941,152777789,13670356.99
17/04/2022,Costo de PayDay,853666512,165682367,3986822.04
05/07/2022,Retención Impuesto a la fuente,860303508,145054040,10510013.14
22/05/2022,Retención Impuesto a la industria y comercio,834836143,153718739,8932018.38
13/02/2022,Retención Impuesto al Valor Agregado,846567267,158010207,1144376.17
19/05/2022,Retención Impuesto a la fuente,842916554,162842199,3107498.87
20/02/2022,Retención Impuesto al Valor Agregado,869681875,155013229,534153.16
03/02/2022,Retención Impuesto a la industria y comercio,844057797,144486706,8526883.98
15/04/2022,Retención Impuesto al Valor Agregado,882962718,143333005,10544017.09
11/03/2022,Retención Impuesto a la fuente,863293088,149353372,7044168.6
04/07/2022,Costo de PayDay,866007014,149631126,12032332.51
21/05/2022,Retención Impuesto a la fuente,851719590,151154413,3174334.6
14/03/2022,Retención Impuesto a la industria y comercio,833614032,166424005,2423248.73
08/07/2022,Cobro,878643240,158389468,8784853.36
15/04/2022,Retención Impuesto a la fuente,882568260,160282535,9366035.29
30/03/2022,Retención Impuesto a la fuente,882457018,150884837,9863664.88
25/06/2022,Retención Impuesto a la fuente,861832673,154335208,7997334.14
04/04/2022,Retención Impuesto a la industria y comercio,892483217,143846696,9672795.78
23/07/2022,Costo de PayDay,849306268,151296901,2427669.11
15/07/2022,Retención Impuesto a la fuente,892116736,163586061,7924817.69
08/06/2022,Retención Impuesto a la industria y comercio,881762946,149756928,15994.97
26/05/2022,Retención Impuesto a la fuente,851883615,144430343,1570947.21
28/02/2022,Retención Impuesto a la industria y comercio,836817288,153812377,14448188.78
29/03/2022,Cobro,854319073,152020844,11005145.96
11/05/2022,Retención Impuesto a la fuente,888863530,153668705,8418672.84
06/06/2022,Cobro,841138055,164906142,9010717.22
28/02/2022,Retención Impuesto a la industria y comercio,867679942,161815711,14406019.33
13/04/2022,Retención Impuesto al Valor Agregado,842002486,162139968,7092326.94
22/02/2022,Costo de PayDay,867655011,143609960,5096192.06
04/05/2022,Costo de PayDay,842144805,162265685,3744174.19
20/02/2022,Retención Impuesto a la fuente,856889583,162624304,10410657.88
15/04/2022,Cobro,863598973,145021550,4815709.33
23/06/2022,Costo de PayDay,855355696,161216110,4963913.69
14/07/2022,Retención Impuesto al Valor Agregado,845442243,160714724,10802338.64
22/07/2022,Costo de PayDay,850655571,162093257,13542436.63
10/05/2022,Costo de PayDay,892240778,158152449,9499395.89
18/02/2022,Cobro,890272663,157813284,1387453.7
10/03/2022,Retención Impuesto a la industria y comercio,877296619,163872003,8717746.7
10/04/2022,Costo de PayDay,874938358,161469263,13137395.4
16/05/2022,Costo de PayDay,873419522,147418468,448619.06
26/01/2022,Retención Impuesto a la fuente,874127072,147585315,733532.59
23/06/2022,Costo de PayDay,836632691,164780515,11311614.24
11/02/2022,Cobro,844677920,163057846,13145086.92
02/02/2022,Cobro,887197839,151117285,2186499.11
31/01/2022,Cobro,857407657,149883026,7514505.52
06/01/2022,Retención Impuesto al Valor Agregado,843216755,152848282,9992279.53
08/05/2022,Cobro,849047206,148805435,7310310.1
24/03/2022,Costo de PayDay,845653997,146516714,5749168.2
02/07/2022,Retención Impuesto a la fuente,840038234,149877818,14869375.66
11/04/2022,Cobro,880487158,166550945,1966472.53
12/02/2022,Costo de PayDay,843284851,146731903,1703734.16
28/02/2022,Costo de PayDay,874959827,159470450,913955.55
08/02/2022,Retención Impuesto al Valor Agregado,836212587,153818484,5418634.06
24/02/2022,Retención Impuesto a la industria y comercio,836725401,151905732,1597383.72
17/05/2022,Cobro,836495025,152003519,3359955.93
10/02/2022,Cobro,845680501,153820587,13553345.64
23/03/2022,Retención Impuesto al Valor Agregado,846938140,157210054,2850068.58
30/04/2022,Retención Impuesto a la fuente,883944010,150302270,4266230.43
03/03/2022,Retención Impuesto al Valor Agregado,876431866,144162004,5936476.41
16/01/2022,Retención Impuesto a la fuente,886621621,165371978,13947483.2
30/04/2022,Retención Impuesto al Valor Agregado,863202749,156805325,4888753.12
17/02/2022,Retención Impuesto a la industria y comercio,864394578,157466477,11412816.05
13/05/2022,Retención Impuesto a la fuente,882910694,158692547,5157506.86
13/03/2022,Retención Impuesto al Valor Agregado,851399570,148932897,4326888.65
07/03/2022,Cobro,866898786,165662997,7427881.37
11/03/2022,Retención Impuesto a la fuente,857200845,161555099,12261797.93
11/04/2022,Cobro,848566518,155801681,8715220.34
28/06/2022,Retención Impuesto a la fuente,884925032,148696414,9742959.53
22/06/2022,Retención Impuesto al Valor Agregado,876877777,145344351,4827644.71
14/01/2022,Retención Impuesto al Valor Agregado,866315369,148779820,12073517.69
21/06/2022,Retención Impuesto al Valor Agregado,845516837,146658216,3216499.15
22/07/2022,Costo de PayDay,872051022,155524240,7856052.4
02/05/2022,Retención Impuesto a la fuente,867933848,156399750,11124808.48
07/01/2022,Retención Impuesto a la fuente,870394578,157414405,947061.36
03/05/2022,Retención Impuesto a la fuente,839949512,158978665,10934502.24
30/04/2022,Retención Impuesto al Valor Agregado,891154854,165253479,14695660.63
16/05/2022,Retención Impuesto al Valor Agregado,883476164,150850017,13409426.62
15/06/2022,Retención Impuesto a la industria y comercio,835353597,160784282,14255577.81
17/06/2022,Retención Impuesto a la fuente,880459292,153115783,1899381.93
03/01/2022,Retención Impuesto al Valor Agregado,849932006,160057563,3401968.35
10/07/2022,Retención Impuesto a la industria y comercio,847465430,158096297,14728968.12
18/01/2022,Retención Impuesto a la industria y comercio,847630790,154398442,9563262.34
13/02/2022,Cobro,840401755,162462351,14373646.94
18/02/2022,Costo de PayDay,859853249,156792964,1457656.9
08/06/2022,Cobro,862917139,157491471,7876372.12
24/03/2022,Retención Impuesto a la industria y comercio,860825584,144660370,6453205.76
03/02/2022,Costo de PayDay,844606888,145565895,9787849.42
01/07/2022,Retención Impuesto al Valor Agregado,837848806,144682545,8607522.93
24/03/2022,Retención Impuesto a la fuente,850179024,165682121,4663507.17
12/07/2022,Cobro,868986875,166751329,258203.82
28/04/2022,Retención Impuesto a la fuente,880899990,156219227,11731698.72
18/04/2022,Costo de PayDay,858077799,165515342,8549062.87
31/03/2022,Retención Impuesto al Valor Agregado,838254136,159356651,6245082.15
13/02/2022,Cobro,849423640,162993141,11001992.09
04/05/2022,Cobro,855168063,152598366,3076653.07
23/04/2022,Retención Impuesto a la industria y comercio,892666505,155994101,11625944.18
31/05/2022,Costo de PayDay,838808098,154456160,12752715.14
18/05/2022,Cobro,850266038,158006242,13841755.36
16/01/2022,Retención Impuesto a la industria y comercio,833955220,164046115,7662098.25
05/03/2022,Cobro,852461749,167119998,9793419.7
22/01/2022,Costo de PayDay,846784091,143716279,9433368.34
09/04/2022,Costo de PayDay,883839711,149852117,1923430.43
04/02/2022,Retención Impuesto a la fuente,863746293,148199578,11704528.87
12/05/2022,Retención Impuesto a la fuente,889521854,145857661,12096266.78
15/01/2022,Retención Impuesto a la fuente,868602032,157438914,13740990.95
24/02/2022,Cobro,887896499,166705539,11554432.77
17/07/2022,Cobro,871640435,164206306,13301326.84
21/04/2022,Cobro,860427960,143748590,148079.75
16/03/2022,Costo de PayDay,836733017,162887741,9975525.66
06/04/2022,Retención Impuesto al Valor Agregado,854605262,161872517,7690349.23
28/06/2022,Retención Impuesto a la industria y comercio,866560218,144435924,11003205.12
20/06/2022,Cobro,883611067,157797009,12842026.58
17/01/2022,Retención Impuesto a la industria y comercio,885004276,151836679,10178300.17
25/05/2022,Retención Impuesto a la industria y comercio,891841928,161802700,5138506.12
12/06/2022,Retención Impuesto a la industria y comercio,875043932,166123496,6613196.26
02/07/2022,Retención Impuesto al Valor Agregado,855063352,156132994,2034979.6
12/02/2022,Retención Impuesto a la industria y comercio,888338297,144701714,5114576.61
13/06/2022,Cobro,833835725,164808460,10579351.51
14/07/2022,Retención Impuesto al Valor Agregado,856366586,152395009,8910513.58
02/02/2022,Retención Impuesto a la fuente,848084936,163262088,4795816.7
27/03/2022,Retención Impuesto a la industria y comercio,864819604,165623042,9572477.37
04/06/2022,Retención Impuesto al Valor Agregado,860919119,159586180,12062784.6
28/03/2022,Cobro,872350019,166595983,13412066.71
19/04/2022,Retención Impuesto a la fuente,847814339,156751515,14540725.53
13/03/2022,Retención Impuesto al Valor Agregado,864848873,156854316,13402657.69
24/04/2022,Retención Impuesto al Valor Agregado,833668875,166876781,3751148.15
20/06/2022,Retención Impuesto a la industria y comercio,850917004,154134128,5329087.76
06/06/2022,Retención Impuesto a la fuente,877528099,146721672,8200394.08
18/03/2022,Retención Impuesto a la industria y comercio,835303659,155057637,14985937.5
24/06/2022,Retención Impuesto a la industria y comercio,846391225,161895730,11358653.33
10/01/2022,Retención Impuesto a la industria y comercio,871398016,167286615,8788871.75
11/03/2022,Costo de PayDay,855082201,164481003,3398128.01
07/03/2022,Costo de PayDay,866922510,161097464,11677727.36
10/06/2022,Retención Impuesto a la fuente,860777558,158804882,6337332.6
17/02/2022,Retención Impuesto a la fuente,855813891,148598442,6804588.24
30/05/2022,Costo de PayDay,837390392,152957277,6451140.02
22/04/2022,Retención Impuesto a la fuente,853164643,155536819,10119095.2
06/04/2022,Cobro,868218239,153108129,6089100.39
09/06/2022,Retención Impuesto a la industria y comercio,861684559,165308824,3094029.17
25/04/2022,Retención Impuesto al Valor Agregado,863334274,158138205,1329553.58
19/02/2022,Costo de PayDay,889782282,148144094,13344673.05
14/01/2022,Retención Impuesto al Valor Agregado,887757032,150624258,5337804.02
15/07/2022,Retención Impuesto a la industria y comercio,852866727,150472761,13092290.63
20/06/2022,Retención Impuesto al Valor Agregado,891748831,153197526,9155226.28
15/05/2022,Cobro,841304631,159180388,8656179.67
01/03/2022,Retención Impuesto a la industria y comercio,850987064,155534179,11844723.81
07/05/2022,Cobro,874910634,160099978,2804472.19
02/05/2022,Retención Impuesto al Valor Agregado,844170965,158239911,165943.03
29/04/2022,Cobro,861768583,145634851,2395384.98
03/07/2022,Costo de PayDay,862457105,161536773,7902678.72
21/05/2022,Retención Impuesto al Valor Agregado,884194161,148994919,12925162.99
31/03/2022,Cobro,873066415,163924986,652762.22
18/06/2022,Retención Impuesto a la fuente,841936520,155990564,7672986.19
14/05/2022,Retención Impuesto a la industria y comercio,887978004,161551250,1504373.32
04/07/2022,Retención Impuesto a la industria y comercio,839032623,159296675,9617470.74
06/04/2022,Costo de PayDay,855582353,163017414,13517971.25
18/05/2022,Retención Impuesto a la fuente,848964112,158218589,10312509.99
01/07/2022,Costo de PayDay,842418002,156207541,11083626.84
05/04/2022,Retención Impuesto a la industria y comercio,854438261,150798034,12587965.86
22/02/2022,Retención Impuesto al Valor Agregado,868487903,163783395,10916398.23
04/02/2022,Retención Impuesto al Valor Agregado,876252711,146703801,8118051.0
06/04/2022,Cobro,849584676,162249208,10769257.98
14/04/2022,Cobro,858180866,164689036,8019660.34
29/05/2022,Retención Impuesto a la fuente,875339915,165478238,12214534.93
18/03/2022,Retención Impuesto a la fuente,853374522,152238675,6403117.52
03/05/2022,Cobro,833876928,154377515,13932268.01
02/05/2022,Retención Impuesto a la fuente,886331818,146903994,12758209.21
15/02/2022,Cobro,842179091,163552450,9761437.29
19/05/2022,Retención Impuesto a la industria y comercio,887282882,164269744,654972.62
28/04/2022,Retención Impuesto a la industria y comercio,877103464,167036292,114050.13
27/02/2022,Costo de PayDay,889442156,156982451,256224.83
19/01/2022,Retención Impuesto al Valor Agregado,840971178,152416214,14376114.27
14/07/2022,Retención Impuesto a la fuente,863768289,153096879,11474258.34
26/07/2022,Retención Impuesto a la industria y comercio,864934133,159683915,2283360.09
27/07/2022,Retención Impuesto a la industria y comercio,880272340,164019081,2600722.84
18/05/2022,Retención Impuesto a la industria y comercio,849391296,155942606,14006907.95
03/04/2022,Costo de PayDay,841960900,145057022,7318354.78
13/02/2022,Costo de PayDay,854061633,148106754,475791.93
27/04/2022,Costo de PayDay,839354431,164661521,7588822.38
18/05/2022,Retención Impuesto al Valor Agregado,832754805,151190291,14172959.56
02/07/2022,Retención Impuesto a la fuente,836078572,143380620,6534386.9
16/04/2022,Costo de PayDay,879427257,159662650,9274437.11
21/02/2022,Retención Impuesto al Valor Agregado,844728141,162662366,9458480.98
28/07/2022,Retención Impuesto al Valor Agregado,874453605,148781090,2881085.57
03/01/2022,Costo de PayDay,835871643,149806861,1814299.85
11/07/2022,Retención Impuesto a la industria y comercio,876184226,158335092,161973.07
27/03/2022,Cobro,877267562,149476608,7892369.74
03/03/2022,Retención Impuesto a la fuente,883684789,156851653,8539948.17
14/03/2022,Cobro,845012860,163885067,14324223.57
12/03/2022,Retención Impuesto a la industria y comercio,877296157,151437894,9158035.43
16/02/2022,Retención Impuesto al Valor Agregado,883897717,163107569,12871326.54
10/02/2022,Retención Impuesto al Valor Agregado,888851143,162889700,10283300.28
16/03/2022,Retención Impuesto a la industria y comercio,855047373,151787859,12678776.93
10/07/2022,Retención Impuesto al Valor Agregado,839555681,160620673,12716710.67
